char	iwp	n_word	n_char
块	1.000000	5	5
坘	1.000000	245	245
坙	1.000000	403	403
坢	1.000000	317	317
坣	1.000000	435	435
坥	1.000000	277	277
坧	1.000000	385	385
坬	1.000000	362	362
坭	1.000000	611	611
坮	1.000000	278	278
坰	1.000000	365	365
坲	1.000000	369	369
坴	1.000000	327	327
坵	1.000000	1	1
坸	1.000000	207	207
坹	1.000000	217	217
坺	1.000000	281	281
坽	1.000000	298	298
坾	1.000000	221	221
坿	1.000000	299	299
垀	1.000000	397	397
垁	1.000000	286	286
垇	1.000000	332	332
垈	1.000000	336	336
垉	1.000000	416	416
垌	1.000000	575	575
垍	1.000000	438	438
垎	1.000000	463	463
垏	1.000000	336	336
垐	1.000000	340	340
垑	1.000000	218	218
垒	1.000000	270	270
垔	1.000000	334	334
垕	1.000000	465	465
垖	1.000000	236	236
垗	1.000000	437	437
垘	1.000000	232	232
垙	1.000000	411	411
垚	1.000000	608	608
垜	1.000000	478	478
垞	1.000000	412	412
垟	1.000000	638	638
垤	1.000000	446	446
垥	1.000000	215	215
垦	1.000000	90	90
垧	1.000000	462	462
垨	1.000000	522	522
垪	1.000000	397	397
垬	1.000000	419	419
垯	1.000000	10	10
垰	1.000000	442	442
垳	1.000000	467	467
垵	1.000000	418	418
垶	1.000000	344	344
垷	1.000000	332	332
垹	1.000000	345	345
垺	1.000000	358	358
垼	1.000000	268	268
垽	1.000000	333	333
垾	1.000000	379	379
垿	1.000000	348	348
埀	1.000000	357	357
埁	1.000000	324	324
埄	1.000000	406	406
埅	1.000000	405	405
埆	1.000000	436	436
埈	1.000000	257	257
埉	1.000000	256	256
埊	1.000000	273	273
埌	1.000000	501	501
埍	1.000000	416	416
埏	1.000000	440	440
埐	1.000000	292	292
埑	1.000000	293	293
埒	1.000000	650	650
埓	1.000000	268	268
埖	1.000000	554	554
埛	1.000000	442	442
埜	1.000000	45	45
埝	1.000000	551	551
埞	1.000000	332	332
埢	1.000000	325	325
埣	1.000000	321	321
埥	1.000000	473	473
埦	1.000000	237	237
埧	1.000000	472	472
埨	1.000000	282	282
埩	1.000000	277	277
埪	1.000000	334	334
埫	1.000000	426	426
埬	1.000000	312	312
埮	1.000000	352	352
埰	1.000000	577	577
埱	1.000000	330	330
埲	1.000000	1245	1245
埳	1.000000	320	320
埶	1.000000	382	382
埻	1.000000	333	333
埼	1.000000	63	63
埽	1.000000	550	550
埾	1.000000	253	253
埿	1.000000	294	294
堀	1.000000	355	355
堁	1.000000	286	286
堄	1.000000	325	325
堈	1.000000	314	314
堉	1.000000	347	347
堋	1.000000	555	555
堌	1.000000	396	396
堎	1.000000	88	88
堐	1.000000	327	327
堔	1.000000	507	507
堖	1.000000	507	507
堗	1.000000	358	358
堘	1.000000	275	275
堚	1.000000	321	321
堛	1.000000	398	398
堜	1.000000	468	468
堟	1.000000	475	475
堠	1.000000	523	523
堢	1.000000	432	432
堣	1.000000	445	445
堥	1.000000	452	452
堦	1.000000	411	411
堧	1.000000	432	432
堨	1.000000	442	442
堩	1.000000	290	290
堫	1.000000	240	240
堬	1.000000	371	371
堭	1.000000	317	317
堮	1.000000	321	321
堲	1.000000	267	267
堳	1.000000	253	253
堶	1.000000	260	260
堷	1.000000	436	436
堸	1.000000	337	337
堹	1.000000	251	251
堺	1.000000	596	596
堻	1.000000	267	267
堼	1.000000	297	297
堽	1.000000	422	422
堾	1.000000	287	287
堿	1.000000	3	3
塀	1.000000	320	320
塁	1.000000	382	382
塃	1.000000	346	346
塄	1.000000	479	479
塅	1.000000	382	382
塈	1.000000	398	398
塉	1.000000	274	274
塍	1.000000	611	611
塎	1.000000	230	230
塏	1.000000	438	438
塐	1.000000	209	209
塒	1.000000	630	630
塓	1.000000	233	233
塕	1.000000	273	273
塖	1.000000	312	312
塙	1.000000	366	366
塚	1.000000	88	88
塛	1.000000	224	224
塜	1.000000	284	284
塝	1.000000	800	800
塟	1.000000	431	431
塠	1.000000	254	254
塡	1.000000	378	378
塣	1.000000	269	269
塤	1.000000	334	334
塥	1.000000	354	354
塦	1.000000	280	280
塧	1.000000	215	215
塨	1.000000	393	393
塩	1.000000	467	467
塪	1.000000	194	194
塯	1.000000	276	276
塰	1.000000	478	478
塱	1.000000	489	489
塲	1.000000	266	266
塳	1.000000	221	221
塴	1.000000	297	297
塶	1.000000	218	218
塷	1.000000	204	204
塸	1.000000	264	264
塺	1.000000	232	232
塻	1.000000	258	258
塼	1.000000	316	316
塿	1.000000	352	352
墀	1.000000	533	533
墁	1.000000	473	473
墂	1.000000	206	206
墄	1.000000	245	245
墆	1.000000	253	253
墇	1.000000	262	262
墈	1.000000	396	396
墋	1.000000	251	251
墌	1.000000	285	285
墍	1.000000	415	415
墎	1.000000	327	327
墏	1.000000	260	260
墐	1.000000	298	298
墑	1.000000	1	1
墔	1.000000	237	237
墕	1.000000	343	343
墖	1.000000	436	436
増	1.000000	584	584
墚	1.000000	399	399
墝	1.000000	385	385
墠	1.000000	463	463
墡	1.000000	335	335
墢	1.000000	266	266
墣	1.000000	367	367
墤	1.000000	332	332
墥	1.000000	251	251
墦	1.000000	410	410
墧	1.000000	255	255
墪	1.000000	266	266
墫	1.000000	3	3
墬	1.000000	88	88
墭	1.000000	376	376
墯	1.000000	344	344
墰	1.000000	30	30
墱	1.000000	265	265
墲	1.000000	500	500
墴	1.000000	218	218
墵	1.000000	371	371
墷	1.000000	278	278
墸	1.000000	332	332
墹	1.000000	379	379
墺	1.000000	389	389
墻	1.000000	177	177
墼	1.000000	489	489
墽	1.000000	379	379
墿	1.000000	450	450
壀	1.000000	262	262
壂	1.000000	327	327
壃	1.000000	309	309
壄	1.000000	346	346
壆	1.000000	88	88
壉	1.000000	245	245
壊	1.000000	587	587
壋	1.000000	477	477
壌	1.000000	349	349
壍	1.000000	306	306
壎	1.000000	596	596
壏	1.000000	295	295
壐	1.000000	269	269
壒	1.000000	434	434
壔	1.000000	277	277
壖	1.000000	331	331
壗	1.000000	304	304
壙	1.000000	842	842
壛	1.000000	267	267
壜	1.000000	100	100
壝	1.000000	349	349
壠	1.000000	658	658
壡	1.000000	298	298
壣	1.000000	206	206
壥	1.000000	251	251
壦	1.000000	198	198
壧	1.000000	259	259
壨	1.000000	264	264
壭	1.000000	316	316
壱	1.000000	433	433
売	1.000000	636	636
壴	1.000000	288	288
壵	1.000000	402	402
壷	1.000000	303	303
壻	1.000000	314	314
壼	1.000000	355	355
壾	1.000000	166	166
壿	1.000000	317	317
夁	1.000000	252	252
夂	1.000000	608	608
夃	1.000000	451	451
处	1.000000	1	1
夅	1.000000	330	330
夆	1.000000	360	360
备	1.000000	2	2
夈	1.000000	385	385
変	1.000000	643	643
夊	1.000000	606	606
夋	1.000000	511	511
夌	1.000000	483	483
复	1.000000	100	100
夎	1.000000	448	448
夐	1.000000	495	495
夒	1.000000	327	327
夓	1.000000	334	334
夗	1.000000	308	308
夘	1.000000	356	356
夛	1.000000	466	466
夝	1.000000	341	341
够	1.000000	400	400
夡	1.000000	269	269
夣	1.000000	468	468
夦	1.000000	420	420
夨	1.000000	608	608
夬	1.000000	542	542
夰	1.000000	327	327
夲	1.000000	703	703
夳	1.000000	363	363
夵	1.000000	403	403
夶	1.000000	568	568
夽	1.000000	272	272
夿	1.000000	468	468
奃	1.000000	294	294
奅	1.000000	306	306
奆	1.000000	204	204
奊	1.000000	294	294
奋	1.000000	90	90
奌	1.000000	547	547
奒	1.000000	254	254
奓	1.000000	487	487
奙	1.000000	190	190
奛	1.000000	218	218
奜	1.000000	418	418
奝	1.000000	274	274
奞	1.000000	250	250
奟	1.000000	245	245
奡	1.000000	402	402
奣	1.000000	287	287
奤	1.000000	344	344
奦	1.000000	203	203
奨	1.000000	435	435
奫	1.000000	299	299
奬	1.000000	711	711
奯	1.000000	261	261
奰	1.000000	255	255
奱	1.000000	360	360
奲	1.000000	295	295
奵	1.000000	356	356
奷	1.000000	407	407
奺	1.000000	354	354
奻	1.000000	451	451
奾	1.000000	308	308
奿	1.000000	308	308
妀	1.000000	440	440
妅	1.000000	242	242
妉	1.000000	282	282
妋	1.000000	352	352
妌	1.000000	281	281
妎	1.000000	374	374
妏	1.000000	456	456
妐	1.000000	276	276
妑	1.000000	536	536
妔	1.000000	277	277
妕	1.000000	445	445
妘	1.000000	413	413
妚	1.000000	441	441
妛	1.000000	298	298
妜	1.000000	316	316
妟	1.000000	367	367
妠	1.000000	386	386
妡	1.000000	418	418
妦	1.000000	325	325
妧	1.000000	451	451
妬	1.000000	387	387
妭	1.000000	386	386
妰	1.000000	201	201
妱	1.000000	379	379
妴	1.000000	341	341
妵	1.000000	265	265
妶	1.000000	384	384
妷	1.000000	497	497
妸	1.000000	568	568
妺	1.000000	711	711
妼	1.000000	335	335
妽	1.000000	335	335
妿	1.000000	278	278
姀	1.000000	371	371
姁	1.000000	425	425
姂	1.000000	250	250
姃	1.000000	415	415
姄	1.000000	377	377
姅	1.000000	462	462
姇	1.000000	371	371
姈	1.000000	364	364
姉	1.000000	487	487
姎	1.000000	354	354
姏	1.000000	448	448
姕	1.000000	324	324
姖	1.000000	563	563
姗	1.000000	100	100
姙	1.000000	486	486
姛	1.000000	365	365
姞	1.000000	465	465
姟	1.000000	521	521
姠	1.000000	521	521
姡	1.000000	377	377
姢	1.000000	405	405
姤	1.000000	483	483
姧	1.000000	362	362
姩	1.000000	587	587
姭	1.000000	283	283
姯	1.000000	331	331
姰	1.000000	303	303
姲	1.000000	334	334
姳	1.000000	473	473
姴	1.000000	298	298
姵	1.000000	445	445
姶	1.000000	338	338
姷	1.000000	480	480
姸	1.000000	425	425
姺	1.000000	441	441
姼	1.000000	309	309
姽	1.000000	437	437
姾	1.000000	292	292
娀	1.000000	380	380
娂	1.000000	268	268
娊	1.000000	303	303
娋	1.000000	265	265
娍	1.000000	427	427
娎	1.000000	238	238
娏	1.000000	285	285
娐	1.000000	237	237
娒	1.000000	340	340
娔	1.000000	310	310
娕	1.000000	419	419
娖	1.000000	419	419
娗	1.000000	320	320
娙	1.000000	291	291
娚	1.000000	566	566
娝	1.000000	414	414
娞	1.000000	254	254
娡	1.000000	389	389
娢	1.000000	293	293
娤	1.000000	502	502
娦	1.000000	303	303
娧	1.000000	245	245
娨	1.000000	235	235
娪	1.000000	465	465
娫	1.000000	355	355
娬	1.000000	363	363
娮	1.000000	397	397
娯	1.000000	436	436
娰	1.000000	353	353
娳	1.000000	279	279
娵	1.000000	345	345
娷	1.000000	401	401
娸	1.000000	484	484
娹	1.000000	322	322
娺	1.000000	236	236
娻	1.000000	331	331
娽	1.000000	279	279
娾	1.000000	303	303
婂	1.000000	522	522
婃	1.000000	511	511
婄	1.000000	528	528
婅	1.000000	409	409
婇	1.000000	496	496
婈	1.000000	371	371
婋	1.000000	272	272
婌	1.000000	367	367
婍	1.000000	360	360
婎	1.000000	243	243
婏	1.000000	362	362
婐	1.000000	330	330
婑	1.000000	371	371
婒	1.000000	281	281
婓	1.000000	426	426
婔	1.000000	391	391
婖	1.000000	389	389
婗	1.000000	459	459
婘	1.000000	282	282
婙	1.000000	334	334
婛	1.000000	358	358
婜	1.000000	379	379
婝	1.000000	226	226
婞	1.000000	544	544
婟	1.000000	236	236
婠	1.000000	470	470
婡	1.000000	408	408
婣	1.000000	282	282
婤	1.000000	314	314
婥	1.000000	421	421
婧	1.000000	972	972
婨	1.000000	292	292
婩	1.000000	328	328
婬	1.000000	3	3
婮	1.000000	300	300
婯	1.000000	453	453
婰	1.000000	352	352
婱	1.000000	251	251
婸	1.000000	403	403
婻	1.000000	412	412
婽	1.000000	332	332
婾	1.000000	324	324
媀	1.000000	322	322
媁	1.000000	294	294
媂	1.000000	347	347
媃	1.000000	384	384
媄	1.000000	567	567
媅	1.000000	306	306
媆	1.000000	256	256
媇	1.000000	422	422
媈	1.000000	375	375
媉	1.000000	388	388
媊	1.000000	427	427
媋	1.000000	303	303
媌	1.000000	360	360
媍	1.000000	302	302
媎	1.000000	243	243
媏	1.000000	272	272
媐	1.000000	276	276
媑	1.000000	305	305
媓	1.000000	361	361
媔	1.000000	503	503
媖	1.000000	359	359
媗	1.000000	432	432
媘	1.000000	240	240
媙	1.000000	355	355
媜	1.000000	444	444
媝	1.000000	255	255
媞	1.000000	684	684
媟	1.000000	345	345
媠	1.000000	300	300
媡	1.000000	251	251
媢	1.000000	325	325
媣	1.000000	388	388
媤	1.000000	396	396
媥	1.000000	383	383
媦	1.000000	402	402
媨	1.000000	258	258
媩	1.000000	327	327
媫	1.000000	376	376
媬	1.000000	354	354
媮	1.000000	85	85
媰	1.000000	247	247
媱	1.000000	374	374
媴	1.000000	364	364
媶	1.000000	246	246
媷	1.000000	317	317
媹	1.000000	380	380
媺	1.000000	451	451
媻	1.000000	278	278
媿	1.000000	10	10
嫀	1.000000	474	474
嫃	1.000000	563	563
嫅	1.000000	331	331
嫆	1.000000	474	474
嫇	1.000000	352	352
嫈	1.000000	343	343
嫊	1.000000	381	381
嫍	1.000000	334	334
嫎	1.000000	372	372
嫏	1.000000	410	410
嫐	1.000000	464	464
嫕	1.000000	340	340
嫙	1.000000	485	485
嫛	1.000000	320	320
嫝	1.000000	386	386
嫞	1.000000	247	247
嫟	1.000000	384	384
嫢	1.000000	332	332
嫤	1.000000	343	343
嫥	1.000000	275	275
嫧	1.000000	370	370
嫨	1.000000	404	404
嫫	1.000000	549	549
嫬	1.000000	306	306
嫭	1.000000	357	357
嫮	1.000000	327	327
嫯	1.000000	262	262
嫰	1.000000	454	454
嫳	1.000000	391	391
嫴	1.000000	326	326
嫶	1.000000	323	323
嫷	1.000000	263	263
嫸	1.000000	234	234
嫹	1.000000	227	227
嫼	1.000000	508	508
嫽	1.000000	393	393
嫾	1.000000	296	296
嫿	1.000000	504	504
嬀	1.000000	623	623
嬁	1.000000	344	344
嬂	1.000000	243	243
嬃	1.000000	377	377
嬄	1.000000	383	383
嬅	1.000000	689	689
嬆	1.000000	198	198
嬇	1.000000	241	241
嬊	1.000000	302	302
嬍	1.000000	285	285
嬎	1.000000	250	250
嬏	1.000000	252	252
嬐	1.000000	261	261
嬑	1.000000	500	500
嬒	1.000000	432	432
嬓	1.000000	234	234
嬔	1.000000	220	220
嬕	1.000000	322	322
嬘	1.000000	253	253
嬙	1.000000	566	566
嬚	1.000000	240	240
嬜	1.000000	363	363
嬞	1.000000	463	463
嬟	1.000000	334	334
嬠	1.000000	261	261
嬢	1.000000	485	485
嬣	1.000000	341	341
嬥	1.000000	266	266
嬦	1.000000	218	218
嬧	1.000000	336	336
嬨	1.000000	415	415
嬩	1.000000	446	446
嬫	1.000000	493	493
嬬	1.000000	501	501
嬭	1.000000	103	103
嬮	1.000000	440	440
嬯	1.000000	245	245
嬱	1.000000	314	314
嬳	1.000000	256	256
嬵	1.000000	356	356
嬶	1.000000	423	423
嬹	1.000000	314	314
嬺	1.000000	277	277
嬻	1.000000	279	279
嬼	1.000000	310	310
嬽	1.000000	267	267
嬾	1.000000	423	423
嬿	1.000000	547	547
孁	1.000000	379	379
孂	1.000000	215	215
孄	1.000000	285	285
孅	1.000000	409	409
孆	1.000000	315	315
孇	1.000000	366	366
孈	1.000000	190	190
孉	1.000000	343	343
孊	1.000000	311	311
孋	1.000000	462	462
孍	1.000000	286	286
孎	1.000000	367	367
孏	1.000000	325	325
孒	1.000000	712	712
孠	1.000000	251	251
孡	1.000000	331	331
孨	1.000000	394	394
孭	1.000000	3470	3470
孮	1.000000	318	318
孯	1.000000	247	247
孲	1.000000	384	384
孴	1.000000	289	289
孶	1.000000	302	302
孷	1.000000	210	210
孹	1.000000	270	270
孻	1.000000	177	177
孼	1.000000	330	330
孾	1.000000	250	250
宀	1.000000	643	643
宂	1.000000	246	246
宆	1.000000	320	320
宊	1.000000	379	379
宍	1.000000	423	423
宎	1.000000	268	268
宐	1.000000	371	371
宒	1.000000	339	339
宓	1.000000	708	708
宔	1.000000	534	534
宖	1.000000	305	305
実	1.000000	621	621
宧	1.000000	325	325
宨	1.000000	343	343
宪	1.000000	2	2
宫	1.000000	100	100
宬	1.000000	527	527
宭	1.000000	328	328
宯	1.000000	258	258
宱	1.000000	228	228
宲	1.000000	280	280
宷	1.000000	262	262
宺	1.000000	233	233
宻	1.000000	372	372
宼	1.000000	349	349
寁	1.000000	284	284
寃	1.000000	388	388
寈	1.000000	338	338
寉	1.000000	252	252
寊	1.000000	386	386
寋	1.000000	229	229
寍	1.000000	320	320
寎	1.000000	472	472
寏	1.000000	259	259
寑	1.000000	415	415
寔	1.000000	612	612
寕	1.000000	418	418
寖	1.000000	391	391
寗	1.000000	299	299
寙	1.000000	270	270
寚	1.000000	377	377
寛	1.000000	515	515
寜	1.000000	428	428
寠	1.000000	274	274
寣	1.000000	416	416
寪	1.000000	357	357
寭	1.000000	244	244
寯	1.000000	350	350
寱	1.000000	319	319
寲	1.000000	463	463
寳	1.000000	671	671
寴	1.000000	351	351
寷	1.000000	304	304
寻	1.000000	30	30
寽	1.000000	347	347
対	1.000000	657	657
尀	1.000000	218	218
専	1.000000	534	534
尃	1.000000	349	349
尅	1.000000	964	964
尌	1.000000	297	297
尐	1.000000	823	823
尒	1.000000	680	680
尓	1.000000	831	831
尗	1.000000	432	432
尛	1.000000	699	699
尞	1.000000	360	360
尟	1.000000	310	310
尠	1.000000	334	334
尢	1.000000	355	355
尣	1.000000	364	364
尩	1.000000	381	381
尪	1.000000	460	460
尫	1.000000	376	376
尭	1.000000	354	354
尯	1.000000	441	441
尰	1.000000	426	426
尳	1.000000	280	280
尵	1.000000	266	266
尶	1.000000	272	272
屇	1.000000	356	356
屉	1.000000	110	110
届	1.000000	70	70
屌	1.000000	200576	200576
屒	1.000000	217	217
屔	1.000000	234	234
屖	1.000000	218	218
屘	1.000000	313	313
屙	1.000000	40667	40667
屚	1.000000	318	318
屛	1.000000	411	411
屝	1.000000	4	4
屟	1.000000	287	287
屧	1.000000	345	345
屩	1.000000	1	1
屪	1.000000	245	245
屫	1.000000	182	182
屮	1.000000	512	512
屰	1.000000	378	378
屳	1.000000	277	277
屴	1.000000	409	409
屵	1.000000	322	322
屶	1.000000	497	497
屸	1.000000	330	330
屺	1.000000	474	474
屻	1.000000	381	381
屼	1.000000	521	521
屽	1.000000	530	530
屾	1.000000	578	578
岀	1.000000	571	571
岄	1.000000	483	483
岅	1.000000	300	300
岆	1.000000	456	456
岇	1.000000	378	378
岈	1.000000	540	540
岉	1.000000	300	300
岊	1.000000	383	383
岋	1.000000	373	373
岍	1.000000	393	393
岎	1.000000	247	247
岏	1.000000	277	277
岒	1.000000	314	314
岓	1.000000	230	230
岕	1.000000	418	418
岜	1.000000	595	595
岝	1.000000	321	321
岞	1.000000	389	389
岟	1.000000	208	208
岠	1.000000	463	463
岤	1.000000	231	231
岥	1.000000	408	408
岦	1.000000	311	311
岧	1.000000	350	350
岨	1.000000	332	332
岪	1.000000	294	294
岭	1.000000	100	100
岮	1.000000	222	222
岯	1.000000	225	225
岰	1.000000	246	246
岲	1.000000	319	319
岴	1.000000	261	261
岵	1.000000	540	540
岶	1.000000	263	263
岹	1.000000	260	260
岺	1.000000	406	406
岻	1.000000	317	317
岼	1.000000	451	451
峀	1.000000	265	265
峁	1.000000	648	648
峅	1.000000	216	216
峆	1.000000	285	285
峈	1.000000	357	357
峉	1.000000	234	234
峊	1.000000	296	296
峌	1.000000	253	253
峍	1.000000	216	216
峎	1.000000	389	389
峏	1.000000	331	331
峐	1.000000	231	231
峑	1.000000	350	350
峓	1.000000	286	286
峔	1.000000	256	256
峖	1.000000	223	223
峗	1.000000	273	273
峘	1.000000	347	347
峚	1.000000	274	274
峛	1.000000	370	370
峜	1.000000	403	403
峝	1.000000	398	398
峞	1.000000	280	280
峟	1.000000	559	559
峠	1.000000	414	414
峢	1.000000	347	347
峩	1.000000	802	802
峫	1.000000	392	392
峬	1.000000	267	267
峮	1.000000	310	310
峱	1.000000	268	268
峲	1.000000	347	347
峳	1.000000	284	284
峵	1.000000	246	246
峷	1.000000	223	223
峸	1.000000	437	437
峹	1.000000	207	207
峺	1.000000	278	278
峼	1.000000	238	238
峾	1.000000	209	209
峿	1.000000	332	332
崀	1.000000	351	351
崈	1.000000	367	367
崉	1.000000	254	254
崊	1.000000	322	322
崋	1.000000	462	462
崌	1.000000	363	363
崏	1.000000	335	335
崐	1.000000	505	505
崒	1.000000	371	371
崓	1.000000	233	233
崕	1.000000	467	467
崘	1.000000	412	412
崜	1.000000	275	275
崝	1.000000	351	351
崞	1.000000	555	555
崟	1.000000	460	460
崠	1.000000	4	4
崡	1.000000	445	445
崣	1.000000	305	305
崥	1.000000	401	401
崦	1.000000	505	505
崧	1.000000	612	612
崨	1.000000	246	246
崪	1.000000	285	285
崫	1.000000	235	235
崬	1.000000	535	535
崯	1.000000	317	317
崰	1.000000	296	296
崱	1.000000	407	407
崲	1.000000	356	356
崳	1.000000	93	93
崵	1.000000	278	278
崶	1.000000	435	435
崷	1.000000	287	287
崸	1.000000	247	247
崹	1.000000	311	311
崺	1.000000	253	253
崻	1.000000	229	229
崼	1.000000	429	429
崾	1.000000	640	640
崿	1.000000	345	345
嵀	1.000000	341	341
嵁	1.000000	407	407
嵂	1.000000	491	491
嵃	1.000000	357	357
嵄	1.000000	359	359
嵅	1.000000	283	283
嵆	1.000000	340	340
嵈	1.000000	291	291
嵉	1.000000	294	294
嵍	1.000000	228	228
嵎	1.000000	422	422
嵏	1.000000	254	254
嵑	1.000000	230	230
嵒	1.000000	43	43
嵓	1.000000	302	302
嵔	1.000000	385	385
嵕	1.000000	350	350
嵖	1.000000	488	488
嵗	1.000000	177	177
嵙	1.000000	315	315
嵜	1.000000	342	342
嵟	1.000000	278	278
嵠	1.000000	251	251
嵡	1.000000	271	271
嵢	1.000000	271	271
嵣	1.000000	243	243
嵤	1.000000	301	301
嵥	1.000000	323	323
嵦	1.000000	235	235
嵧	1.000000	236	236
嵨	1.000000	343	343
嵪	1.000000	221	221
嵫	1.000000	493	493
嵭	1.000000	230	230
嵮	1.000000	218	218
嵰	1.000000	221	221
嵱	1.000000	241	241
嵲	1.000000	286	286
嵳	1.000000	258	258
嵶	1.000000	284	284
嵷	1.000000	233	233
嵸	1.000000	274	274
嵹	1.000000	297	297
嵺	1.000000	289	289
嵻	1.000000	239	239
嵼	1.000000	340	340
嵽	1.000000	280	280
嵾	1.000000	289	289
嵿	1.000000	471	471
嶀	1.000000	262	262
嶃	1.000000	337	337
嶅	1.000000	520	520
嶆	1.000000	486	486
嶈	1.000000	482	482
嶉	1.000000	440	440
嶊	1.000000	314	314
嶋	1.000000	266	266
嶍	1.000000	317	317
嶏	1.000000	405	405
嶐	1.000000	268	268
嶑	1.000000	285	285
嶕	1.000000	300	300
嶖	1.000000	184	184
嶘	1.000000	215	215
嶚	1.000000	248	248
嶛	1.000000	251	251
嶜	1.000000	239	239
嶝	1.000000	543	543
嶞	1.000000	308	308
嶟	1.000000	235	235
嶠	1.000000	626	626
嶡	1.000000	233	233
嶢	1.000000	445	445
嶣	1.000000	300	300
嶤	1.000000	286	286
嶦	1.000000	321	321
嶨	1.000000	386	386
嶩	1.000000	180	180
嶪	1.000000	391	391
嶫	1.000000	247	247
嶬	1.000000	235	235
嶭	1.000000	243	243
嶮	1.000000	411	411
嶯	1.000000	260	260
嶱	1.000000	237	237
嶳	1.000000	276	276
嶵	1.000000	417	417
嶹	1.000000	215	215
嶻	1.000000	271	271
嶾	1.000000	265	265
巀	1.000000	243	243
巁	1.000000	221	221
巃	1.000000	357	357
巄	1.000000	254	254
巇	1.000000	364	364
巈	1.000000	251	251
巊	1.000000	292	292
巌	1.000000	370	370
巎	1.000000	329	329
巏	1.000000	286	286
巐	1.000000	244	244
巑	1.000000	284	284
巓	1.000000	376	376
巕	1.000000	314	314
巗	1.000000	322	322
巘	1.000000	417	417
巙	1.000000	293	293
巚	1.000000	284	284
巛	1.000000	552	552
巜	1.000000	455	455
巟	1.000000	414	414
巠	1.000000	397	397
巣	1.000000	474	474
巤	1.000000	267	267
巩	1.000000	100	100
巰	1.000000	520	520
